course name,section number,instructor,campus,meeting time,instruction mode,required additional sections,current enrollment,max enrollment,seats available,reserved seats info,waitlist available seats
Oceanography Laboratory,002,Cara Manning (SI),STORR,11:00AM - 1:45PM / Th,In Person,,0,11,11,,0
Oceanography Laboratory,003,Cara Manning (SI),STORR,3:30PM - 6:15PM / Th,In Person,,0,11,11,,0
Marine Sciences and Society,001,Samantha Siedlecki (PI),STORR,3:30PM - 4:45PM / TuTh,In Person,,0,7,7,,5
Marine Sciences and Society,002,Samantha Siedlecki (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,10,10,,0
Marine Sciences and Society,660,Samantha Siedlecki (PI),AVYPT,3:30PM - 4:45PM / TuTh,In Person,,0,5,5,,5
Marine Sciences and Society,661,Samantha Siedlecki (PI),AVYPT,9:30AM - 10:45AM / TuTh,In Person,,0,14,14,,0
The Oceans and Global Climate,001,Penny Vlahos (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,30,30,,0
The Oceans and Global Climate,660,Penny Vlahos (PI),AVYPT,12:30PM - 1:45PM / TuTh,In Person,,0,20,20,,0
Foundations of Marine Sciences,001,"Hans Dam (PI), Shuwen Tan (PI)",STORR,2:00PM - 3:15PM / TuTh,In Person,,0,10,10,,0
Foundations of Marine Sciences,660,"Hans Dam (PI), Shuwen Tan (PI)",AVYPT,2:00PM - 3:15PM / TuTh,In Person,,0,15,15,,0
Marine Biology,660,Tracy Romano (PI),AVYPT,1:25PM - 2:15PM / MoWe,In Person,,0,20,,,
Marine Biology,661L,Tracy Romano (PI),AVYPT,2:30PM - 4:25PM / Mo,In Person,You will be auto-enrolled in section(s) 660,0,20,20,,0
Science and the Coastal Environment,660,"James O'Donnell (PI), Nathaniel Trumbull (PI)",AVYPT,11:15AM - 12:30PM / MoWe,In Person,,0,20,20,,0
Biological Oceanography,001,"Hans Dam (SI), Senjie Lin (PI)",STORR,9:30AM - 10:45AM / TuTh,In Person,,0,10,10,,0
Biological Oceanography,660,"Hans Dam (SI), Senjie Lin (PI)",AVYPT,9:30AM - 10:45AM / TuTh,In Person,,0,10,10,,0
Ecology of Fishes,660,Hannes Baumann (PI),AVYPT,12:30PM - 1:45PM / TuTh,In Person,,0,12,12,,0
Geological Oceanography,001,"David Lund (SI), Pieter Visscher (PI)",STORR,11:00AM - 12:15PM / TuTh,In Person,,0,10,10,,0
Geological Oceanography,660,"David Lund (SI), Pieter Visscher (PI)",AVYPT,11:00AM - 12:15PM / TuTh,In Person,,0,10,10,,0
Experimental Design in Marine Ecology,660,Catherine Matassa (PI),AVYPT,9:25AM - 11:00AM / MoWe,In Person,,0,10,10,,0
Introduction to Maritime Culture,1000,"Kara Tierney (PI), Melissa Jacobs (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Maritime Culture,1001,"Dawn Foito (EC), Kathleen Mack (PI), Nathan Tyler (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Maritime Culture,660,Elizabeth Kading (PI),AVYPT,1:25PM - 2:40PM / MoWe,In Person,,0,26,26,,0
Marine Environmental Policy,660,Syma Ebbin (PI),AVYPT,3:30PM - 4:45PM / TuTh,In Person,,0,24,24,,0
Economics of the Oceans,660,Michele Baggio (PI),AVYPT,11:15AM - 12:30PM / MoWe,In Person,,0,12,12,,0
Mariners Skills for Interpreting the Maritime Humanities,660,Matthew McKenzie (PI),AVYPT,9:05AM - 10:20AM / MoWe,In Person,,0,26,26,,0
Archaeology of the Age of Sail,660,Kroum Batchvarov (PI),AVYPT,11:00AM - 12:15PM / TuTh,In Person,,0,10,10,,0
Maritime Literature Since 1800,660,Mary Bercaw Edwards (PI),AVYPT,2:00PM - 3:15PM / TuTh,In Person,,0,10,10,,0
Maritime Studies Capstone Seminar,660,Mary Bercaw Edwards (PI),AVYPT,12:30PM - 1:45PM / TuTh,In Person,,0,14,14,,0
Personal Brand Management,001,Heidi Bailey (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,15,0,15 for RC Frshmn & Soph ACCT/FNCE/MGM,0
Personal Brand Management,301,Wynd Harris (PI),WTBY,3:30PM - 6:00PM / Tu,Online Synchronous,,0,3,0,3 for RC Regional BUSN Students,0
Personal Brand Management,701,Wynd Harris (PI),HRTFD,3:30PM - 6:00PM / Tu,Online Synchronous,,0,5,0,5 for RC Regional BUSN Students,0
Personal Brand Management,801,Wynd Harris (PI),STMFD,3:30PM - 6:00PM / Tu,Online Synchronous,,0,5,0,5 for RC Regional BUSN Students,0
Introduction to Marketing Management,001,Debanjan Mitra (PI),STORR,12:30PM - 1:45PM / MoWe,In Person,,0,43,0,43 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,003,Joseph Pancras (PI),STORR,3:30PM - 4:45PM / MoWe,In Person,,0,58,0,58 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,005,Sandip Roy (PI),STORR,9:30AM - 10:45AM / MoWe,In Person,,0,45,0,45 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,006,Sandip Roy (PI),STORR,9:30AM - 10:45AM / MoWe,In Person,,0,5,,,
Introduction to Marketing Management,006D,"Christina Kan (PI), Sandip Roy (SI)",STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 006,0,5,0,5 for RC Honors Students Only,0
Introduction to Marketing Management,007,Siying Li (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,50,0,50 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,009,Christina Kan (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,51,0,51 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,010,Christina Kan (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,7,,,
Introduction to Marketing Management,010D,Christina Kan (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 010,0,7,0,7 for RC Honors Students Only,0
Introduction to Marketing Management,011,Christina Kan (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,51,0,51 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,012,Christina Kan (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,7,,,
Introduction to Marketing Management,012D,Christina Kan (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 012,0,7,0,7 for RC Honors Students Only,0
Introduction to Marketing Management,013,Ziyuan Li (PI),STORR,3:30PM - 4:45PM / TuTh,In Person,,0,50,0,50 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,015,Sandip Roy (PI),STORR,11:00AM - 12:15PM / MoWe,In Person,,0,45,0,45 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Introduction to Marketing Management,016,Sandip Roy (PI),STORR,11:00AM - 12:15PM / MoWe,In Person,,0,5,,,
Introduction to Marketing Management,016D,"Christina Kan (PI), Sandip Roy (SI)",STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 016,0,5,0,5 for RC Honors Students Only,0
Introduction to Marketing Management,301,Narasimhan Srinivasan (PI),WTBY,12:00AM - 12:00AM /,Online Asynchronous,,0,14,0,14 for RC Waterbury Students Only,0
Introduction to Marketing Management,302,Narasimhan Srinivasan (PI),WTBY,12:00AM - 12:00AM /,Online Asynchronous,,0,2,,,
Introduction to Marketing Management,302D,"Christina Kan (PI), Gregory Sottile (SI)",WTBY,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 302,0,2,0,2 for RC Honors Students Only,0
Introduction to Marketing Management,701,Joseph Pancras (PI),HRTFD,6:30PM - 9:00PM / Tu,In Person,,0,30,0,30 for RC Regional BUSN Students,0
Introduction to Marketing Management,702,Joseph Pancras (PI),HRTFD,6:30PM - 9:00PM / Tu,In Person,,0,2,,,
Introduction to Marketing Management,702D,"Christina Kan (PI), Joseph Pancras (SI)",HRTFD,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 702,0,2,0,2 for RC Honors Students Only,0
Introduction to Marketing Management,801,Wynd Harris (PI),STMFD,3:35PM - 6:05PM / We,In Person,,0,30,0,30 for RC Regional BUSN Students,0
Introduction to Marketing Management,802,Wynd Harris (PI),STMFD,3:35PM - 6:05PM / We,In Person,,0,2,,,
Introduction to Marketing Management,802D,"Christina Kan (PI), Wynd Harris (SI)",STMFD,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 802,0,2,0,2 for RC Honors Students Only,0
Consumer Behavior,001,Danielle Brick (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,30,0,30 for RC MKTG Major,0
Consumer Behavior,002,Danielle Brick (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,30,0,30 for RC MKTG Major,0
Consumer Behavior,301,Heidi Bailey (PI),WTBY,6:30PM - 9:00PM / We,Online Synchronous,,0,10,0,10 for RC Regional BUSN Students,0
Consumer Behavior,701,Heidi Bailey (PI),HRTFD,6:30PM - 9:00PM / We,Online Synchronous,,0,10,0,10 for RC Regional BUSN Students,0
Consumer Behavior,801,Heidi Bailey (PI),STMFD,6:30PM - 9:00PM / We,Online Synchronous,,0,20,0,20 for RC Regional BUSN Students,0
Global Issues in Marketing for Social Impact,001,Vishal Narayan (PI),STORR,9:30AM - 10:45AM / MoWe,In Person,,0,25,0,25 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Marketing Strategy for Environmental and Social Impact,001,Staff,STORR,7:00PM - 8:30PM / Tu,Online Synchronous,,0,10,0,10 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Marketing Research,001,Stefan Hock (PI),STORR,11:00AM - 12:15PM / MoWe,In Person,,0,30,0,30 for RC MKTG Major,0
Marketing Research,002,Stefan Hock (PI),STORR,12:30PM - 1:45PM / MoWe,In Person,,0,30,0,30 for RC MKTG Major,0
Marketing Research,301,Narasimhan Srinivasan (PI),WTBY,12:00AM - 12:00AM /,Online Asynchronous,,0,7,0,7 for RC Regional BUSN Students,0
Marketing Research,701,Narasimhan Srinivasan (PI),HRTFD,12:00AM - 12:00AM /,Online Asynchronous,,0,11,0,11 for RC Regional BUSN Students,0
Marketing Research,801,Narasimhan Srinivasan (PI),STMFD,12:00AM - 12:00AM /,Online Asynchronous,,0,15,0,15 for RC Regional BUSN Students,0
Professional Selling,001,Richard Shannon (PI),STORR,6:00PM - 8:30PM / We,Online Synchronous,,0,20,0,20 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Professional Selling,301,Richard Shannon (PI),WTBY,6:00PM - 8:30PM / We,Online Synchronous,,0,3,0,3 for RC Regional BUSN Students,0
Professional Selling,701,Richard Shannon (PI),HRTFD,6:00PM - 8:30PM / We,Online Synchronous,,0,4,0,4 for RC Regional BUSN Students,0
Professional Selling,801,Richard Shannon (PI),STMFD,6:00PM - 8:30PM / We,Online Synchronous,,0,4,0,4 for RC Regional BUSN Students,0
Sales Management and Leadership,001,William Ryan (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,34,0,34 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Marketing and Digital Analytics,001,Weining Bao (PI),STORR,12:30PM - 1:45PM / MoWe,In Person,,0,35,0,35 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Marketing and Digital Analytics,002,Weining Bao (PI),STORR,2:00PM - 3:15PM / MoWe,In Person,,0,35,0,35 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Marketing and Digital Analytics,301,Gregory Sottile (PI),WTBY,6:30PM - 9:00PM / Tu,Online Synchronous,,0,5,0,5 for RC Regional BUSN Students,0
Marketing and Digital Analytics,701,Gregory Sottile (PI),HRTFD,6:30PM - 9:00PM / Tu,Online Synchronous,,0,5,0,5 for RC Regional BUSN Students,0
Marketing and Digital Analytics,801,Gregory Sottile (PI),STMFD,6:30PM - 9:00PM / Tu,Online Synchronous,,0,10,0,10 for RC Regional BUSN Students,0
Digital Marketing,001,William Ryan (PI),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,45,0,45 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Digital Marketing,301,William Ryan (PI),WTBY,12:00AM - 12:00AM /,Online Asynchronous,,0,10,0,10 for RC Regional BUSN Students,0
Digital Marketing,701,William Ryan (PI),HRTFD,12:00AM - 12:00AM /,Online Asynchronous,,0,12,0,12 for RC Regional BUSN Students,0
Digital Marketing,801,William Ryan (PI),STMFD,12:00AM - 12:00AM /,Online Asynchronous,,0,12,0,12 for RC Regional BUSN Students,0
Strategic Brand Management,001,Debanjan Mitra (PI),STORR,2:00PM - 3:15PM / MoWe,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Strategic Brand Management,301,Wynd Harris (PI),WTBY,3:35PM - 6:05PM / Mo,Online Synchronous,,0,6,0,6 for RC Regional BUSN Students,0
Strategic Brand Management,701,Wynd Harris (PI),HRTFD,3:35PM - 6:05PM / Mo,Online Synchronous,,0,12,0,12 for RC Regional BUSN Students,0
Strategic Brand Management,801,Wynd Harris (PI),STMFD,3:35PM - 6:05PM / Mo,Online Synchronous,,0,12,0,12 for RC Regional BUSN Students,0
Marketing Planning and Strategy,001,Heidi Bailey (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,30,0,30 for RC MKTG Major,0
Marketing Planning and Strategy,002,Heidi Bailey (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,30,0,30 for RC MKTG Major,0
Senior Thesis in Marketing,001,Danielle Brick (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,1,1,,0
"Introduction to Structure, Properties, and Processing of Materials II",001,Puxian Gao (PI),STORR,1:25PM - 2:15PM / MoWeFr,In Person,,0,30,30,,0
Materials Science and Engineering I,002,"Alexander Dupuy (PI), Yuanyuan Zhu (SI)",STORR,1:25PM - 2:15PM / MoWeFr,In Person,,0,204,204,,0
Transport Phenomena in Materials Processing,001,Volkan Ortalan (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,50,50,,0
Mechanical Behavior of Materials,001,Seok-Woo Lee (PI),STORR,9:45AM - 11:00AM / WeFr,In Person,,0,40,40,,0
Ferrous Alloys,001,Lesley Frame (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,30,30,,0
Materials Processing and Microstructures Laboratory,001,Fiona Leek (PI),STORR,3:35PM - 4:35PM / Mo,In Person,,0,32,,,
Materials Processing and Microstructures Laboratory,002L,Fiona Leek (PI),STORR,3:30PM - 5:30PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,11,11,,0
Materials Processing and Microstructures Laboratory,003L,Fiona Leek (PI),STORR,3:30PM - 5:30PM / We,In Person,You will be auto-enrolled in section(s) 001,0,11,11,,0
Materials Processing and Microstructures Laboratory,004L,Fiona Leek (PI),STORR,3:30PM - 5:30PM / Th,In Person,You will be auto-enrolled in section(s) 001,0,10,10,,0
Mechanical Behavior Laboratory,001,Xueju Wang (PI),STORR,11:15AM - 2:15PM / We,In Person,,0,25,25,,0
Polymeric Materials,001,Mu-Ping Nieh (PI),STORR,4:45PM - 6:15PM / MoWe,In Person,,0,30,30,,0
Biomaterials,001,"Alix Deymier (PI), Krystyna Gielo-Perczak (SI)",STORR,11:00AM - 12:15PM / TuTh,In Person,,0,10,10,,0
Materials Selection in Mechanical Design,001,Greg Ojard (PI),STORR,5:00PM - 7:30PM / Mo,In Person,,0,30,30,,0
Special Topics in Materials Science and Engineering,001,Rainer Hebert (PI),STORR,8:00AM - 9:15AM / TuTh,In Person,,0,8,8,,0
Undergraduate Research in Materials Science and Engineering,001,Mark Aindow (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,002,Pamir Alpay (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,003,Harold Brody (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,004,Avinash Dongare (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,005,Lesley Frame (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,006,Puxian Gao (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,007,Rainer Hebert (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,008,Bryan Huey (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,009,Jasna Jankovic (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,010,Cato Laurencin (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,011,Seok-Woo Lee (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,012,Radenka Maric (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,013,Serge Nakhmanson (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,014,Volkan Ortalan (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,016,Xueju Wang (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,018,Yuanyuan Zhu (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,30,30,,0
Undergraduate Research in Materials Science and Engineering,020,Lesley Frame (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Capstone Design Project II,001,Fiona Leek (PI),STORR,2:30PM - 5:30PM / Fr,In Person,,0,32,32,,0
Thesis Research in Materials Science and Engineering,001,Yuanyuan Zhu (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Introductory College Algebra and Mathematical Modeling,331,Frank Grgach Jr (PI),WTBY,9:30AM - 10:45AM / TuTh,In Person,,0,30,30,,0
Introductory College Algebra and Mathematical Modeling,801,Miok Lime (PI),STMFD,11:00AM - 12:15PM / TuTh,In Person,,0,20,20,,0
Problem Solving,001,Masha Gordina (PI),STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,002,Masha Gordina (PI),STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,003,Staff,STORR,2:30PM - 3:20PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,004,Staff,STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,005,Staff,STORR,2:30PM - 3:20PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,006,Staff,STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,007,Staff,STORR,2:30PM - 3:20PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,008,Staff,STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,009,Staff,STORR,2:30PM - 3:20PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,010,Staff,STORR,1:25PM - 2:15PM / MoWeFr,In Person,,0,35,35,,0
Problem Solving,801,Jessica Fuller (PI),STMFD,11:00AM - 12:15PM / MoWe,Hybrid,,0,40,40,,0
Problem Solving,802,Nuwanthi Samarawickrama (PI),STMFD,3:30PM - 4:45PM / TuTh,Hybrid,,0,40,40,,0
Elementary Discrete Mathematics,001,Anthony Rizzie (PI),STORR,2:30PM - 3:20PM / MoWeFr,In Person,,0,180,180,,0
Elementary Discrete Mathematics,1000,"Jessica Galbraith (EC), Kathleen Ciskowski (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1001,"Alyce Borgersen (EC), Frank Peters (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1002,"Brie Mangiaracina-Mathews (PI), Marc Dalke (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1003,"Doug Sekorski (PI), Kathleen Ford (EC), Patricia Pires (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1004,"Heather Casale (EC), Michelle Swanson (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1005,"Ashley Ruegg (PI), Renee Najarian (EC), Sheri Lee (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1006,"Jessica Marshall (EC), Michael Melillo (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1007,"Edward Gregorski (EC), Tammy Spice (EC), Thomas Leisten (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1008,Christina Hunter (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1009,"Craig Poulter (EC), George Flaherty Jr (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1010,"Ayesha Pal (EC), James Tierinni Jr (PI), Kaitlin Levesque (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1011,Shane Donahue (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1012,"Karen Wainwright-Staton (PI), Patrick Ospalek (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1013,"Andrew Brindisi (PI), Benjamin Wry (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1014,"Amy Carbutti (EC), Daniel Czuchta (PI), Heidi Bikowski (EC), Jennifer Russell (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1015,"Dawn Foito (EC), John Donohue (PI), Nathan Tyler (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,1016,"Andrew Shetland (PI), Renee Najarian (EC), Sheri Lee (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Elementary Discrete Mathematics,331,Daniel Odowd (PI),WTBY,11:15AM - 12:30PM / MoWe,In Person,,0,35,35,,0
Elementary Discrete Mathematics,801,Lauren Bruzzone (PI),STMFD,11:00AM - 12:15PM / TuTh,In Person,,0,40,40,,0
Elementary Discrete Mathematics,802,Lauren Bruzzone (PI),STMFD,9:30AM - 10:45AM / TuTh,In Person,,0,40,40,,0
Precalculus,001,Anne McArdle (PI),STORR,8:00AM - 9:15AM / TuTh,In Person,,0,32,32,,0
Precalculus,002,Staff,STORR,8:00AM - 9:15AM / TuTh,In Person,,0,32,32,,0
Precalculus,003,Staff,STORR,8:00AM - 9:15AM / TuTh,In Person,,0,32,32,,0
Precalculus,004,David McArdle (TA),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,32,32,,0
Precalculus,005,Bianca Munteanu (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,32,32,,0
Precalculus,331,Stephen Zito (PI),WTBY,9:30AM - 10:45AM / TuTh,In Person,,0,35,35,,0
Precalculus,660,Mark Case (PI),AVYPT,11:00AM - 12:15PM / TuTh,In Person,,0,32,32,,0
Precalculus,701,Maree Jaramillo (PI),HRTFD,9:30AM - 10:45AM / TuTh,In Person,,0,30,30,,0
Precalculus,702,Maree Jaramillo (PI),HRTFD,2:00PM - 3:15PM / TuTh,In Person,,0,30,30,,0
Precalculus,801,William Schwendner (PI),STMFD,11:00AM - 12:15PM / TuTh,In Person,,0,40,40,,0
Precalculus,802,Herbert Siewert (PI),STMFD,10:10AM - 12:40PM / Fr,In Person,,0,40,40,,0
Mathematics for Business and Economics,010,Michael Biro (PI),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,300,,,
Mathematics for Business and Economics,011D,Michael Biro (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 010,0,100,100,,0
Mathematics for Business and Economics,012D,Michael Biro (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 010,0,100,100,,0
Mathematics for Business and Economics,013D,Michael Biro (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 010,0,100,100,,0
Mathematics for Business and Economics,030,Luan Doan (PI),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,300,,,
Mathematics for Business and Economics,031D,Luan Doan (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 030,0,100,100,,0
Mathematics for Business and Economics,032D,Luan Doan (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 030,0,100,100,,0
Mathematics for Business and Economics,033D,Luan Doan (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,You will be auto-enrolled in section(s) 030,0,100,100,,0
Mathematics for Business and Economics,1000,"Joseph Marangell (EC), Michele Hull (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Mathematics for Business and Economics,1001,"Ann Wallace (EC), Dana Fudge (EC), John Guzauckas II (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Mathematics for Business and Economics,1002,David Ciskowski (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Mathematics for Business and Economics,1003,Maura Howard (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Mathematics for Business and Economics,1004,Courtney Prendergast (EC),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Mathematics for Business and Economics,331,Stephen Zito (PI),WTBY,2:00PM - 3:15PM / TuTh,In Person,,0,35,35,,0
Mathematics for Business and Economics,660,Chris Kmiecik (PI),AVYPT,3:35PM - 4:50PM / MoWe,In Person,,0,30,30,,0
Mathematics for Business and Economics,701,Andrew Jaramillo (PI),HRTFD,10:10AM - 11:00AM / MoWeFr,In Person,,0,30,30,,0
Mathematics for Business and Economics,702,Andrew Jaramillo (PI),HRTFD,9:05AM - 9:55AM / MoWeFr,In Person,,0,30,30,,0
Mathematics for Business and Economics,801,Kevin Kellinsky-Gonzalez (PI),STMFD,2:00PM - 3:15PM / TuTh,In Person,,0,40,40,,0
Mathematics for Business and Economics,802,Miok Lime (PI),STMFD,12:30PM - 1:45PM / TuTh,In Person,,0,40,40,,0
Mathematics for Business and Economics,803,Kevin Kellinsky-Gonzalez (PI),STMFD,1:15PM - 2:15PM / MoWe,Hybrid,,0,40,40,,0
Calculus for Business and Economics,001,Staff,STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,35,35,,0
Calculus for Business and Economics,002,Staff,STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,35,35,,0
Calculus for Business and Economics,003,Staff,STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,35,35,,0
Calculus for Business and Economics,004,Staff,STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,35,35,,0
Calculus for Business and Economics,005,Staff,STORR,1:25PM - 2:15PM / MoWeFr,In Person,,0,35,35,,0
